,2014,2015,2016,2017,2018,2019,2020,2021
1468,-1,-1,-1,995,-1,-1,-1,-1
1469,-1,-1,-1,1535,-1,-1,-1,-1
1470,-1,-1,-1,1356,-1,-1,-1,-1
1471,-1,-1,-1,884,-1,-1,-1,-1
1472,-1,-1,-1,1159,-1,-1,-1,-1
1473,-1,-1,-1,1381,-1,-1,-1,-1
1474,-1,-1,-1,10816,15870,-1,-1,-1
1475,-1,-1,-1,1013,-1,-1,-1,-1
1476,-1,-1,-1,1277,-1,-1,-1,-1
1477,-1,-1,-1,446,516,-1,-1,-1
1478,-1,-1,-1,13032,-1,-1,-1,-1
1479,-1,-1,-1,429,477,-1,-1,-1
1480,-1,-1,-1,458,477,-1,-1,-1
1481,-1,-1,-1,951,3920,-1,-1,-1
1482,-1,-1,-1,1131,-1,-1,-1,-1
1483,-1,-1,-1,13285,-1,-1,-1,-1
1484,-1,-1,-1,7838,-1,-1,-1,-1
1485,-1,-1,-1,1440,-1,-1,-1,-1
1486,-1,-1,-1,6636,-1,-1,-1,-1
1487,-1,-1,-1,1082,-1,-1,-1,-1
1488,-1,-1,-1,810,-1,-1,-1,-1
1489,-1,-1,-1,44446,-1,-1,-1,-1
1490,-1,-1,-1,1913,-1,-1,-1,-1
1491,-1,-1,-1,332,-1,-1,-1,-1
1492,-1,-1,-1,3899,12130,-1,-1,-1
1493,-1,-1,-1,17232,-1,-1,-1,-1
1494,-1,-1,-1,42492,-1,-1,-1,-1
1495,-1,-1,-1,14817,-1,-1,-1,-1
1496,-1,-1,-1,2658,1893,-1,-1,-1
1497,-1,-1,-1,16500,-1,-1,-1,-1
1498,-1,-1,-1,2735,-1,-1,-1,-1
1499,-1,-1,-1,15215,26534,-1,-1,-1
1500,-1,-1,-1,2975,10319,-1,-1,-1
1501,-1,-1,-1,30920,-1,-1,-1,-1
1502,-1,-1,-1,15595,-1,-1,-1,-1
1503,-1,-1,-1,11606,-1,-1,-1,-1
1504,-1,-1,-1,7799,-1,-1,-1,-1
1505,-1,-1,-1,6443,-1,-1,-1,-1
1506,-1,-1,-1,1745,-1,-1,-1,-1
1507,-1,-1,-1,30132,-1,-1,-1,-1
1508,-1,-1,-1,14994,-1,-1,-1,-1
1509,-1,-1,-1,17230,-1,-1,-1,-1
1510,-1,-1,-1,12709,-1,-1,-1,-1
1511,-1,-1,-1,3944,5016,-1,-1,-1
1512,-1,-1,-1,1139,-1,-1,-1,-1
1513,-1,-1,-1,13822,-1,-1,-1,-1
1514,-1,-1,-1,6176,-1,-1,-1,-1
1515,-1,-1,-1,8812,-1,-1,-1,-1
1516,-1,-1,-1,15421,-1,-1,-1,-1
1517,-1,-1,-1,8434,-1,-1,-1,-1
1518,-1,-1,-1,22357,-1,-1,-1,-1
1519,-1,-1,-1,21780,-1,-1,-1,-1
1520,-1,-1,-1,4413,-1,-1,-1,-1
1521,-1,-1,-1,49050,-1,-1,-1,-1
1522,-1,-1,-1,11772,-1,-1,-1,-1
1523,-1,-1,-1,25786,-1,-1,-1,-1
1524,-1,-1,-1,501,-1,-1,-1,-1
1525,-1,-1,-1,937,-1,-1,-1,-1
1526,-1,-1,-1,1166,-1,-1,-1,-1
1527,-1,-1,-1,395,2205,-1,-1,-1
1528,-1,-1,-1,339,-1,-1,-1,-1
1529,-1,-1,-1,1656,-1,-1,-1,-1
1530,-1,-1,-1,7906,-1,-1,-1,-1
1531,-1,-1,-1,557,-1,-1,-1,-1
1532,-1,-1,-1,15132,-1,-1,-1,-1
1533,-1,-1,-1,17464,-1,-1,-1,-1
1534,-1,-1,-1,18042,-1,-1,-1,-1
1535,-1,-1,-1,372,3875,7879,-1,-1
1536,-1,-1,-1,250,-1,-1,-1,-1
1537,-1,-1,-1,33864,-1,-1,-1,-1
1538,-1,-1,-1,674,-1,-1,-1,-1
1539,-1,-1,-1,6141,-1,-1,-1,-1
1540,-1,-1,-1,11723,-1,-1,-1,-1
1541,-1,-1,-1,2305,-1,-1,-1,-1
1542,-1,-1,-1,324,-1,-1,-1,-1
1543,-1,-1,-1,14361,-1,-1,-1,-1
1544,-1,-1,-1,4943,-1,-1,-1,-1
1545,-1,-1,-1,1446,-1,-1,-1,-1
1546,-1,-1,-1,4262,-1,-1,-1,-1
1547,-1,-1,-1,652,-1,-1,-1,-1
1548,-1,-1,-1,2658,-1,-1,-1,-1
1549,-1,-1,-1,-1,2626,5977,-1,-1
1550,-1,-1,-1,-1,2926,-1,-1,-1
1551,-1,-1,-1,-1,3512,4300,-1,-1
1552,-1,-1,-1,-1,655,-1,-1,-1
1553,-1,-1,-1,-1,812,-1,-1,-1
1554,-1,-1,-1,-1,944,-1,-1,-1
1555,-1,-1,-1,-1,551,-1,-1,-1
1556,-1,-1,-1,-1,933,-1,-1,-1
1557,-1,-1,-1,-1,2138,-1,-1,-1
1558,-1,-1,-1,-1,1173,-1,-1,-1
1559,-1,-1,-1,-1,3680,-1,-1,-1
1560,-1,-1,-1,-1,788,-1,-1,-1
1561,-1,-1,-1,-1,2851,-1,-1,-1
1562,-1,-1,-1,-1,1798,-1,-1,-1
1563,-1,-1,-1,-1,1098,-1,-1,-1
1564,-1,-1,-1,-1,725,-1,-1,-1
1565,-1,-1,-1,-1,4247,-1,-1,-1
1566,-1,-1,-1,-1,1974,-1,-1,-1
1567,-1,-1,-1,-1,1187,4226,6004,12660
1568,-1,-1,-1,-1,499,-1,-1,-1
1569,-1,-1,-1,-1,893,3318,-1,-1
1570,-1,-1,-1,-1,956,-1,-1,-1
1571,-1,-1,-1,-1,821,-1,-1,-1
1572,-1,-1,-1,-1,1144,-1,-1,-1
1573,-1,-1,-1,-1,2874,-1,-1,-1
1574,-1,-1,-1,-1,666,1276,-1,-1
1575,-1,-1,-1,-1,17849,37158,45009,-1
1576,-1,-1,-1,-1,843,-1,-1,-1
1577,-1,-1,-1,-1,1886,-1,-1,-1
1578,-1,-1,-1,-1,2014,-1,-1,-1
1579,-1,-1,-1,-1,1133,-1,-1,-1
1580,-1,-1,-1,-1,264,-1,-1,-1
1581,-1,-1,-1,-1,763,-1,-1,-1
1582,-1,-1,-1,-1,2620,-1,-1,-1
1583,-1,-1,-1,-1,1345,-1,-1,-1
1584,-1,-1,-1,-1,804,464,320,443
1585,-1,-1,-1,-1,918,-1,-1,-1
1586,-1,-1,-1,-1,1870,-1,-1,-1
1587,-1,-1,-1,-1,1152,-1,-1,-1
1588,-1,-1,-1,-1,1215,4265,-1,-1
1589,-1,-1,-1,-1,1270,-1,-1,-1
1590,-1,-1,-1,-1,751,3708,6195,10914
1591,-1,-1,-1,-1,3849,-1,-1,-1
1592,-1,-1,-1,-1,1043,1988,2179,1891
1593,-1,-1,-1,-1,2052,-1,-1,-1
1594,-1,-1,-1,-1,545,-1,-1,-1
1595,-1,-1,-1,-1,1245,3641,4437,-1
1596,-1,-1,-1,-1,981,-1,-1,-1
1597,-1,-1,-1,-1,2829,-1,-1,-1
1598,-1,-1,-1,-1,869,4325,8615,-1
1599,-1,-1,-1,-1,331,-1,-1,-1
1600,-1,-1,-1,-1,126,2828,-1,-1
1601,-1,-1,-1,-1,411,2338,4256,-1
1602,-1,-1,-1,-1,369,-1,-1,-1
1603,-1,-1,-1,-1,240,-1,-1,-1
1604,-1,-1,-1,-1,20304,41432,-1,-1
1605,-1,-1,-1,-1,885,-1,-1,-1
1606,-1,-1,-1,-1,1901,-1,-1,-1
1607,-1,-1,-1,-1,1161,5572,-1,-1
1608,-1,-1,-1,-1,40357,-1,-1,-1
1609,-1,-1,-1,-1,38567,-1,-1,-1
1610,-1,-1,-1,-1,1545,5191,6343,7069
1611,-1,-1,-1,-1,1079,3705,-1,-1
1612,-1,-1,-1,-1,522,-1,-1,-1
1613,-1,-1,-1,-1,966,-1,-1,-1
1614,-1,-1,-1,-1,1371,-1,-1,-1
1615,-1,-1,-1,-1,2150,9046,-1,-1
1616,-1,-1,-1,-1,1960,-1,-1,-1
1617,-1,-1,-1,-1,2875,11432,16447,-1
1618,-1,-1,-1,-1,178,-1,-1,-1
1619,-1,-1,-1,-1,156,-1,-1,-1
1620,-1,-1,-1,-1,2629,-1,-1,-1
1621,-1,-1,-1,-1,1751,-1,-1,-1
1622,-1,-1,-1,-1,718,-1,-1,-1
1623,-1,-1,-1,-1,2310,-1,-1,-1
1624,-1,-1,-1,-1,2847,-1,-1,-1
1625,-1,-1,-1,-1,1230,-1,-1,-1
1626,-1,-1,-1,-1,1587,-1,-1,-1
1627,-1,-1,-1,-1,1255,-1,-1,-1
1628,-1,-1,-1,-1,863,-1,-1,-1
1629,-1,-1,-1,-1,2090,-1,-1,-1
1630,-1,-1,-1,-1,652,-1,-1,-1
1631,-1,-1,-1,-1,3004,-1,-1,-1
1632,-1,-1,-1,-1,2887,-1,-1,-1
1633,-1,-1,-1,-1,1019,-1,-1,-1
1634,-1,-1,-1,-1,3911,12601,-1,-1
1635,-1,-1,-1,-1,1376,5837,-1,-1
1636,-1,-1,-1,-1,1188,-1,-1,-1
1637,-1,-1,-1,-1,1131,-1,-1,-1
1638,-1,-1,-1,-1,3496,-1,-1,-1
1639,-1,-1,-1,-1,134,-1,-1,-1
1640,-1,-1,-1,-1,1751,5706,-1,-1
1641,-1,-1,-1,-1,2408,-1,-1,-1
1642,-1,-1,-1,-1,2327,8233,14484,-1
1643,-1,-1,-1,-1,796,-1,-1,-1
1644,-1,-1,-1,-1,1224,-1,-1,-1
1645,-1,-1,-1,-1,740,-1,-1,-1
1646,-1,-1,-1,-1,1840,-1,-1,-1
1647,-1,-1,-1,-1,2761,11949,-1,-1
1648,-1,-1,-1,-1,490,-1,-1,-1
1649,-1,-1,-1,-1,146,-1,-1,-1
1650,-1,-1,-1,-1,494,-1,-1,-1
1651,-1,-1,-1,-1,371,-1,-1,-1
1652,-1,-1,-1,-1,306,2262,-1,-1
1653,-1,-1,-1,-1,1682,-1,-1,-1
1654,-1,-1,-1,-1,968,-1,-1,-1
1655,-1,-1,-1,-1,1593,-1,-1,-1
1656,-1,-1,-1,-1,553,-1,-1,-1
1657,-1,-1,-1,-1,690,-1,-1,-1
1658,-1,-1,-1,-1,2017,-1,-1,-1
1659,-1,-1,-1,-1,838,4262,-1,-1
1660,-1,-1,-1,-1,2241,7214,-1,-1
1661,-1,-1,-1,-1,1340,-1,-1,-1
1662,-1,-1,-1,-1,322,2177,1752,-1
1663,-1,-1,-1,-1,406,1771,-1,-1
1664,-1,-1,-1,-1,128,-1,-1,-1
1665,-1,-1,-1,-1,1934,-1,-1,-1
1666,-1,-1,-1,-1,2154,-1,-1,-1
1667,-1,-1,-1,-1,2174,-1,-1,-1
1668,-1,-1,-1,-1,766,-1,-1,-1
1669,-1,-1,-1,-1,1836,-1,-1,-1
1670,-1,-1,-1,-1,2286,-1,-1,-1
1671,-1,-1,-1,-1,1842,-1,-1,-1
1672,-1,-1,-1,-1,948,-1,-1,-1
1673,-1,-1,-1,-1,2375,7234,-1,-1
1674,-1,-1,-1,-1,3218,-1,-1,-1
1675,-1,-1,-1,-1,1603,4790,-1,-1
1676,-1,-1,-1,-1,2403,-1,-1,-1
1677,-1,-1,-1,-1,1113,-1,-1,-1
1678,-1,-1,-1,-1,189,-1,-1,-1
1679,-1,-1,-1,-1,883,-1,-1,-1
1680,-1,-1,-1,-1,1455,-1,-1,-1
1681,-1,-1,-1,-1,533,-1,-1,-1
1682,-1,-1,-1,-1,522,-1,-1,-1
1683,-1,-1,-1,-1,2692,-1,-1,-1
1684,-1,-1,-1,-1,1277,-1,-1,-1
1685,-1,-1,-1,-1,1054,-1,-1,-1
1686,-1,-1,-1,-1,541,-1,-1,-1
1687,-1,-1,-1,-1,104,-1,-1,-1
1688,-1,-1,-1,-1,1043,-1,-1,-1
1689,-1,-1,-1,-1,1666,-1,-1,-1
1690,-1,-1,-1,-1,122,-1,-1,-1
1691,-1,-1,-1,-1,1081,-1,-1,-1
1692,-1,-1,-1,-1,714,-1,-1,-1
1693,-1,-1,-1,-1,1819,-1,-1,-1
1694,-1,-1,-1,-1,1426,-1,-1,-1
1695,-1,-1,-1,-1,1192,-1,-1,-1
1696,-1,-1,-1,-1,407,-1,-1,-1
1697,-1,-1,-1,-1,2105,-1,-1,-1
1698,-1,-1,-1,-1,945,1638,-1,-1
1699,-1,-1,-1,-1,2712,-1,-1,-1
1700,-1,-1,-1,-1,180,-1,-1,-1
1701,-1,-1,-1,-1,1863,-1,-1,-1
1702,-1,-1,-1,-1,1331,-1,-1,-1
1703,-1,-1,-1,-1,4301,-1,-1,-1
1704,-1,-1,-1,-1,142,-1,-1,-1
1705,-1,-1,-1,-1,854,-1,-1,-1
1706,-1,-1,-1,-1,1633,-1,-1,-1
1707,-1,-1,-1,-1,2006,-1,-1,-1
1708,-1,-1,-1,-1,2632,9755,-1,-1
1709,-1,-1,-1,-1,3535,-1,-1,-1
1710,-1,-1,-1,-1,840,-1,-1,-1
1711,-1,-1,-1,-1,2286,-1,-1,-1
1712,-1,-1,-1,-1,844,-1,-1,-1
1713,-1,-1,-1,-1,653,-1,-1,-1
1714,-1,-1,-1,-1,772,-1,-1,-1
1715,-1,-1,-1,-1,916,-1,-1,-1
1716,-1,-1,-1,-1,1375,-1,-1,-1
1717,-1,-1,-1,-1,757,-1,-1,-1
1718,-1,-1,-1,-1,226,-1,-1,-1
1719,-1,-1,-1,-1,2584,-1,-1,-1
1720,-1,-1,-1,-1,1108,-1,-1,-1
1721,-1,-1,-1,-1,1439,-1,-1,-1
1722,-1,-1,-1,-1,524,-1,-1,-1
1723,-1,-1,-1,-1,1086,-1,-1,-1
1724,-1,-1,-1,-1,1247,-1,-1,-1
1725,-1,-1,-1,-1,818,-1,-1,-1
1726,-1,-1,-1,-1,817,-1,-1,-1
1727,-1,-1,-1,-1,161,-1,-1,-1
1728,-1,-1,-1,-1,916,-1,-1,-1
1729,-1,-1,-1,-1,682,-1,-1,-1
1730,-1,-1,-1,-1,191,1825,-1,-1
1731,-1,-1,-1,-1,2984,-1,-1,-1
1732,-1,-1,-1,-1,803,-1,-1,-1
1733,-1,-1,-1,-1,4938,-1,-1,-1
1734,-1,-1,-1,-1,2394,-1,-1,-1
1735,-1,-1,-1,-1,1408,-1,-1,-1
1736,-1,-1,-1,-1,822,-1,-1,-1
1737,-1,-1,-1,-1,424,-1,-1,-1
1738,-1,-1,-1,-1,565,1564,-1,-1
1739,-1,-1,-1,-1,1736,-1,-1,-1
1740,-1,-1,-1,-1,428,-1,-1,-1
1741,-1,-1,-1,-1,110,-1,-1,-1
1742,-1,-1,-1,-1,838,-1,-1,-1
1743,-1,-1,-1,-1,1301,1181,-1,-1
1744,-1,-1,-1,-1,2082,-1,-1,-1
1745,-1,-1,-1,-1,3304,-1,-1,-1
1746,-1,-1,-1,-1,3084,-1,-1,-1
1747,-1,-1,-1,-1,840,-1,-1,-1
1748,-1,-1,-1,-1,666,-1,-1,-1
1749,-1,-1,-1,-1,4981,-1,-1,-1
1750,-1,-1,-1,-1,124,-1,-1,-1
1751,-1,-1,-1,-1,1279,-1,-1,-1
1752,-1,-1,-1,-1,1567,-1,-1,-1
1753,-1,-1,-1,-1,652,-1,-1,-1
1754,-1,-1,-1,-1,1702,-1,-1,-1
1755,-1,-1,-1,-1,620,-1,-1,-1
1756,-1,-1,-1,-1,2690,-1,-1,-1
1757,-1,-1,-1,-1,1811,-1,-1,-1
1758,-1,-1,-1,-1,817,-1,-1,-1
1759,-1,-1,-1,-1,1826,-1,-1,-1
1760,-1,-1,-1,-1,1932,-1,-1,-1
1761,-1,-1,-1,-1,551,-1,-1,-1
1762,-1,-1,-1,-1,3426,-1,-1,-1
1763,-1,-1,-1,-1,1073,-1,-1,-1
1764,-1,-1,-1,-1,2716,-1,-1,-1
1765,-1,-1,-1,-1,4062,-1,-1,-1
1766,-1,-1,-1,-1,1567,-1,-1,-1
1767,-1,-1,-1,-1,370,-1,-1,-1
1768,-1,-1,-1,-1,918,-1,-1,-1
1769,-1,-1,-1,-1,1418,7063,-1,-1
1770,-1,-1,-1,-1,1932,-1,-1,-1
1771,-1,-1,-1,-1,172,-1,-1,-1
1772,-1,-1,-1,-1,1750,5700,-1,-1
1773,-1,-1,-1,-1,914,-1,-1,-1
1774,-1,-1,-1,-1,3443,-1,-1,-1
1775,-1,-1,-1,-1,977,5210,-1,-1
1776,-1,-1,-1,-1,3023,-1,-1,-1
1777,-1,-1,-1,-1,1072,-1,-1,-1
1778,-1,-1,-1,-1,3002,-1,-1,-1
1779,-1,-1,-1,-1,1605,4544,-1,-1
1780,-1,-1,-1,-1,2396,-1,-1,-1
1781,-1,-1,-1,-1,432,5674,-1,-1
1782,-1,-1,-1,-1,1104,-1,-1,-1
1783,-1,-1,-1,-1,1307,-1,-1,-1
1784,-1,-1,-1,-1,2829,-1,-1,-1
1785,-1,-1,-1,-1,988,-1,-1,-1
1786,-1,-1,-1,-1,2074,-1,-1,-1
1787,-1,-1,-1,-1,2658,-1,-1,-1
1788,-1,-1,-1,-1,2083,-1,-1,-1
1789,-1,-1,-1,-1,918,-1,-1,-1
1790,-1,-1,-1,-1,3881,11374,-1,-1
1791,-1,-1,-1,-1,1419,-1,-1,-1
1792,-1,-1,-1,-1,941,5225,7796,-1
1793,-1,-1,-1,-1,2811,-1,-1,-1
1794,-1,-1,-1,-1,1558,-1,-1,-1
1795,-1,-1,-1,-1,172,1632,-1,-1
1796,-1,-1,-1,-1,2185,-1,-1,-1
1797,-1,-1,-1,-1,3470,-1,-1,-1
1798,-1,-1,-1,-1,1478,-1,-1,-1
1799,-1,-1,-1,-1,6464,-1,-1,-1
1800,-1,-1,-1,-1,3766,-1,-1,-1
1801,-1,-1,-1,-1,6964,-1,-1,-1
1802,-1,-1,-1,-1,520,-1,-1,-1
1803,-1,-1,-1,-1,575,-1,-1,-1
1804,-1,-1,-1,-1,1892,-1,-1,-1
1805,-1,-1,-1,-1,1300,-1,-1,-1
1806,-1,-1,-1,-1,633,-1,-1,-1
1807,-1,-1,-1,-1,392,-1,-1,-1
1808,-1,-1,-1,-1,2219,-1,-1,-1
1809,-1,-1,-1,-1,1040,-1,-1,-1
1810,-1,-1,-1,-1,1003,-1,-1,-1
1811,-1,-1,-1,-1,191,-1,-1,-1
1812,-1,-1,-1,-1,-1,274,-1,-1
1813,-1,-1,-1,-1,-1,347,-1,-1
1814,-1,-1,-1,-1,-1,143,1341,-1
1815,-1,-1,-1,-1,-1,3405,-1,-1
1816,-1,-1,-1,-1,-1,500,-1,-1
1817,-1,-1,-1,-1,-1,160,-1,-1
1818,-1,-1,-1,-1,-1,1152,-1,-1
1819,-1,-1,-1,-1,-1,468,-1,-1
1820,-1,-1,-1,-1,-1,1366,-1,-1
1821,-1,-1,-1,-1,-1,6430,12305,18921
1822,-1,-1,-1,-1,-1,2422,-1,-1
1823,-1,-1,-1,-1,-1,200,344,-1
1824,-1,-1,-1,-1,-1,360,387,-1
1825,-1,-1,-1,-1,-1,585,-1,-1
1826,-1,-1,-1,-1,-1,1916,5096,-1
1827,-1,-1,-1,-1,-1,2234,-1,-1
1828,-1,-1,-1,-1,-1,253,3533,8975
1829,-1,-1,-1,-1,-1,940,5419,-1
1830,-1,-1,-1,-1,-1,2434,-1,-1
1831,-1,-1,-1,-1,-1,425,-1,-1
1832,-1,-1,-1,-1,-1,475,586,711
1833,-1,-1,-1,-1,-1,284,495,741
1834,-1,-1,-1,-1,-1,388,-1,-1
1835,-1,-1,-1,-1,-1,399,-1,-1
1836,-1,-1,-1,-1,-1,726,440,392
1837,-1,-1,-1,-1,-1,106,-1,-1
1838,-1,-1,-1,-1,-1,958,-1,-1
1839,-1,-1,-1,-1,-1,355,-1,-1
1840,-1,-1,-1,-1,-1,247,-1,-1
1841,-1,-1,-1,-1,-1,3238,-1,-1
1842,-1,-1,-1,-1,-1,201,-1,-1
1843,-1,-1,-1,-1,-1,636,696,462
1844,-1,-1,-1,-1,-1,336,696,462
1845,-1,-1,-1,-1,-1,293,-1,-1
1846,-1,-1,-1,-1,-1,154,197,369
1847,-1,-1,-1,-1,-1,325,401,431
1848,-1,-1,-1,-1,-1,1894,-1,-1
1849,-1,-1,-1,-1,-1,192,401,431
1850,-1,-1,-1,-1,-1,381,-1,-1
1851,-1,-1,-1,-1,-1,1558,6522,-1
1852,-1,-1,-1,-1,-1,716,-1,-1
1853,-1,-1,-1,-1,-1,1787,-1,-1
1854,-1,-1,-1,-1,-1,166,247,-1
1855,-1,-1,-1,-1,-1,224,296,-1
1856,-1,-1,-1,-1,-1,1243,-1,-1
1857,-1,-1,-1,-1,-1,1387,-1,-1
1858,-1,-1,-1,-1,-1,1509,2821,-1
1859,-1,-1,-1,-1,-1,168,3622,-1
1860,-1,-1,-1,-1,-1,211,-1,-1
1861,-1,-1,-1,-1,-1,2732,8979,-1
1862,-1,-1,-1,-1,-1,330,-1,-1
1863,-1,-1,-1,-1,-1,2838,7957,-1
1864,-1,-1,-1,-1,-1,1957,-1,-1
1865,-1,-1,-1,-1,-1,343,-1,-1
1866,-1,-1,-1,-1,-1,204,328,428
1867,-1,-1,-1,-1,-1,390,-1,-1
1868,-1,-1,-1,-1,-1,2159,-1,-1
1869,-1,-1,-1,-1,-1,279,263,498
1870,-1,-1,-1,-1,-1,253,321,466
1871,-1,-1,-1,-1,-1,6213,-1,-1
1872,-1,-1,-1,-1,-1,244,357,514
1873,-1,-1,-1,-1,-1,1621,1317,-1
1874,-1,-1,-1,-1,-1,979,-1,-1
1875,-1,-1,-1,-1,-1,3240,-1,-1
1876,-1,-1,-1,-1,-1,378,313,483
1877,-1,-1,-1,-1,-1,1793,-1,-1
1878,-1,-1,-1,-1,-1,194,-1,-1
1879,-1,-1,-1,-1,-1,203,112,-1
1880,-1,-1,-1,-1,-1,167,112,-1
1881,-1,-1,-1,-1,-1,360,-1,-1
1882,-1,-1,-1,-1,-1,3148,-1,-1
1883,-1,-1,-1,-1,-1,652,3477,-1
1884,-1,-1,-1,-1,-1,1777,1709,-1
1885,-1,-1,-1,-1,-1,118,-1,-1
1886,-1,-1,-1,-1,-1,289,3239,8151
1887,-1,-1,-1,-1,-1,1648,-1,-1
1888,-1,-1,-1,-1,-1,128,-1,-1
1889,-1,-1,-1,-1,-1,619,2857,-1
1890,-1,-1,-1,-1,-1,636,-1,-1
1891,-1,-1,-1,-1,-1,1811,-1,-1
1892,-1,-1,-1,-1,-1,1423,3769,7505
1893,-1,-1,-1,-1,-1,262,298,538
1894,-1,-1,-1,-1,-1,844,-1,-1
1895,-1,-1,-1,-1,-1,1303,3301,-1
1896,-1,-1,-1,-1,-1,369,532,-1
1897,-1,-1,-1,-1,-1,330,-1,-1
1898,-1,-1,-1,-1,-1,3668,6782,-1
1899,-1,-1,-1,-1,-1,2974,-1,-1
1900,-1,-1,-1,-1,-1,2447,5531,-1
1901,-1,-1,-1,-1,-1,314,-1,-1
1902,-1,-1,-1,-1,-1,281,694,-1
1903,-1,-1,-1,-1,-1,11628,-1,-1
1904,-1,-1,-1,-1,-1,1332,5403,9984
1905,-1,-1,-1,-1,-1,2989,5933,8903
1906,-1,-1,-1,-1,-1,1364,3842,-1
1907,-1,-1,-1,-1,-1,1313,3055,4821
1908,-1,-1,-1,-1,-1,3907,-1,-1
1909,-1,-1,-1,-1,-1,839,2789,5282
1910,-1,-1,-1,-1,-1,1354,1410,-1
1911,-1,-1,-1,-1,-1,485,1410,-1
1912,-1,-1,-1,-1,-1,1765,4896,-1
1913,-1,-1,-1,-1,-1,311,1628,-1
1914,-1,-1,-1,-1,-1,3101,5626,7337
1915,-1,-1,-1,-1,-1,513,-1,-1
1916,-1,-1,-1,-1,-1,198,-1,-1
1917,-1,-1,-1,-1,-1,122,-1,-1
1918,-1,-1,-1,-1,-1,321,-1,-1
1919,-1,-1,-1,-1,-1,1503,-1,-1
1920,-1,-1,-1,-1,-1,1553,-1,-1
1921,-1,-1,-1,-1,-1,1920,-1,-1
1922,-1,-1,-1,-1,-1,3288,7080,-1
1923,-1,-1,-1,-1,-1,1572,-1,-1
1924,-1,-1,-1,-1,-1,2476,-1,-1
1925,-1,-1,-1,-1,-1,2217,2161,-1
1926,-1,-1,-1,-1,-1,3957,-1,-1
1927,-1,-1,-1,-1,-1,3955,-1,-1
1928,-1,-1,-1,-1,-1,828,-1,-1
1929,-1,-1,-1,-1,-1,1945,-1,-1
1930,-1,-1,-1,-1,-1,1218,-1,-1
1931,-1,-1,-1,-1,-1,2496,-1,-1
1932,-1,-1,-1,-1,-1,1378,-1,-1
1933,-1,-1,-1,-1,-1,704,-1,-1
1934,-1,-1,-1,-1,-1,2840,-1,-1
1935,-1,-1,-1,-1,-1,5347,-1,-1
1936,-1,-1,-1,-1,-1,2306,-1,-1
1937,-1,-1,-1,-1,-1,1643,-1,-1
1938,-1,-1,-1,-1,-1,227,-1,-1
1939,-1,-1,-1,-1,-1,4084,-1,-1
1940,-1,-1,-1,-1,-1,2307,-1,-1
1941,-1,-1,-1,-1,-1,1594,-1,-1
1942,-1,-1,-1,-1,-1,1799,-1,-1
1943,-1,-1,-1,-1,-1,1702,-1,-1
1944,-1,-1,-1,-1,-1,512,-1,-1
1945,-1,-1,-1,-1,-1,824,-1,-1
1946,-1,-1,-1,-1,-1,245,-1,-1
1947,-1,-1,-1,-1,-1,176,-1,-1
1948,-1,-1,-1,-1,-1,2128,-1,-1
1949,-1,-1,-1,-1,-1,1012,-1,-1
1950,-1,-1,-1,-1,-1,396,-1,-1
1951,-1,-1,-1,-1,-1,2291,-1,-1
1952,-1,-1,-1,-1,-1,2100,-1,-1
1953,-1,-1,-1,-1,-1,2146,-1,-1
1954,-1,-1,-1,-1,-1,568,361,-1
1955,-1,-1,-1,-1,-1,276,361,-1
1956,-1,-1,-1,-1,-1,2803,-1,-1
1957,-1,-1,-1,-1,-1,1242,-1,-1
